fecha_observacion,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,saldo_actual,clasificacion_sbs,Garantia,y_score_modelo,SeriousDlqin2yrs
2025-10-02,0.01864819,52,0,0.419788091,6700.0,7,0,1,0,1.0,8765.04,Normal,5967.27,0.01188913478342506,0
2025-10-02,0.191200978,33,0,0.111252182,6300.0,7,0,0,0,0.0,10569.7,Normal,0.0,0.018164356814276108,0
2025-10-02,0.9999999,27,0,0.003008563,4320.0,0,0,0,0,1.0,36805.59,Normal,0.0,0.1147648840465791,0
2025-10-02,0.185766443,64,0,0.226643323,6282.0,9,0,1,0,0.0,8931.94,Normal,7436.44,0.011900764504682696,0
2025-10-02,0.068131062,64,0,0.407843797,5940.0,5,0,1,0,0.0,24666.45,Normal,16388.64,0.008495313997613416,0
2025-10-02,0.095804735,30,0,0.223079621,2850.0,4,0,0,0,0.0,9431.28,Normal,0.0,0.015793682921057366,0
2025-10-02,0.045908142,68,0,0.075834307,7700.0,14,0,0,0,0.0,10839.07,Normal,0.0,0.01050869483596846,0
2025-10-02,0.127341256,30,0,0.530335475,1400.0,7,0,0,0,0.0,4048.9,Normal,0.0,0.020142061182527995,0
2025-10-02,0.020809573,44,0,630.0,,11,0,0,0,0.0,30006.91,Normal,0.0,0.015752675216091864,0
2025-10-02,0.644710579,53,0,547.0,,2,0,0,0,0.0,6978.14,Normal,0.0,0.056055460065652034,0
2025-10-02,0.068912475,35,0,0.001772566,7333.0,2,0,0,0,1.0,37329.35,Normal,0.0,0.014006088643765433,0
2025-10-02,0.484505165,30,0,0.060929884,5333.0,2,0,0,0,0.0,23007.26,Normal,0.0,0.03581334788905855,0
2025-10-02,0.597892866,42,0,0.429324607,11000.0,9,0,2,0,2.0,13391.83,Normal,11650.08,0.04901339170349198,0
2025-10-02,0.269973003,43,3,0.321622394,3500.0,16,0,1,0,3.0,2515.83,CPP,2413.76,0.16138889617438695,0
2025-10-02,0.549782222,55,0,0.417058022,6600.0,9,0,1,0,1.0,18136.3,Normal,15993.66,0.04212655365746679,0
2025-10-02,0.081454733,54,1,0.51388786,13500.0,13,0,3,0,2.0,56399.35,CPP,48191.76,0.04283049136906734,0
2025-10-02,0.123995491,50,0,1239.0,,4,0,1,0,0.0,16921.37,Normal,16735.35,0.01375226971222671,0
2025-10-02,0.080249666,77,0,37.0,,2,0,0,0,0.0,7242.68,Normal,0.0,0.008916851692078353,0
2025-10-02,0.567830103,55,1,0.38347034,4500.0,8,0,1,0,0.0,13647.01,CPP,13095.11,0.08518187669965868,0
2025-10-02,0.272126878,39,0,0.214946263,4000.0,4,0,1,0,0.0,8399.55,Normal,5766.61,0.021727958586580966,0
2025-10-02,0.390146471,26,0,0.151769646,5000.0,8,0,0,0,0.0,17326.98,Normal,0.0,0.04052065766675229,0
2025-10-02,0.280295807,65,0,0.094975007,3800.0,9,0,0,0,0.0,16390.0,Normal,0.0,0.017261412025221176,0
2025-10-02,0.043789738,80,0,1139.0,,6,0,1,0,0.0,11296.23,Normal,10320.52,0.007873222738537298,0
2025-10-02,0.990377498,32,0,87.0,,7,0,0,0,0.0,22328.25,Normal,0.0,0.09602639245293594,0
2025-10-02,0.9999999,55,96,0.0,,1,96,0,96,1.0,9767.03,Perdida,0.0,0.6181091502969406,0
2025-10-02,0.288706054,40,0,3937.0,,12,0,1,0,0.0,13068.94,Normal,9523.88,0.02482185295678864,1
2025-10-02,0.002105152,51,0,0.484073359,2071.0,7,0,1,0,0.0,5630.33,Normal,4093.94,0.013645584565903866,0
2025-10-02,0.238833284,52,1,0.31789893,4016.0,10,0,2,0,0.0,3937.2,CPP,3065.92,0.05619206428042996,0
2025-10-02,0.134932534,76,0,0.366855524,2117.0,4,0,0,0,0.0,1684.85,Normal,0.0,0.011944949043882427,0
2025-10-02,0.917738817,47,1,0.457103448,3624.0,8,0,1,0,0.0,5978.82,CPP,3782.79,0.16527253535555864,1
2025-10-02,0.0,82,0,0.0,,4,0,0,0,,4696.89,Normal,0.0,0.008323472114477962,0
2025-10-02,0.0,42,0,0.285696361,7969.0,7,0,1,0,2.0,33956.66,Normal,23893.85,0.012447683973332525,0
2025-10-02,0.326484068,38,0,0.245723173,4500.0,7,0,1,0,1.0,11411.12,Normal,7394.85,0.030308654467893773,0
2025-10-02,0.07742544,65,1,0.377741673,8616.0,20,0,3,0,1.0,33333.95,CPP,33302.78,0.03374165933870944,0
2025-10-02,0.220295044,68,0,0.017339167,6170.0,1,0,0,0,0.0,13666.75,Normal,0.0,0.013705552629237958,0
2025-10-02,0.0189981,66,0,0.000416632,12000.0,1,0,0,0,1.0,10435.84,Normal,0.0,0.009523234072658506,0
2025-10-02,0.864177194,61,0,3453.0,,13,0,2,0,0.0,30007.86,Normal,18874.47,0.05149557285751521,0
2025-10-02,0.042478301,49,0,0.522626442,3380.0,7,0,2,0,0.0,9154.4,Normal,7147.29,0.013377637540202365,0
2025-10-02,0.95978585,65,0,0.350994722,4925.0,11,0,0,0,0.0,3137.28,Normal,0.0,0.057232049172382615,0
2025-10-02,0.085156952,61,0,0.146903638,3600.0,6,0,1,0,0.0,7167.6,Normal,4856.8,0.010019083998209413,0
2025-10-02,0.9999999,86,0,0.0,,1,0,0,0,0.0,8307.39,Normal,0.0,0.044245580979999165,0
2025-10-02,0.173017025,38,0,0.382702162,8000.0,14,0,2,0,2.0,25204.74,Normal,17878.96,0.023726841745739823,0
2025-10-02,0.9999999,25,0,0.0,2044.0,3,0,0,0,0.0,13952.24,Normal,0.0,0.0883860291825023,1
2025-10-02,0.0,75,0,39.0,,6,0,0,0,0.0,40524.15,Normal,0.0,0.008861795986965591,0
2025-10-02,0.933421147,38,0,0.546136222,4800.0,7,0,1,0,2.0,58199.84,Normal,46886.18,0.08845516494352655,0
2025-10-02,1.047301799,25,0,0.057247259,820.0,1,0,0,0,0.0,4341.03,Normal,0.0,0.11955437457091508,0
2025-10-02,0.458121778,56,0,0.319562347,5300.0,10,0,1,0,0.0,9325.83,Normal,7872.99,0.0313659338739049,0
2025-10-02,0.99113082,44,2,0.500119019,4200.0,6,1,1,0,2.0,12801.66,Dudoso,8352.0,0.421871937209303,1
2025-10-02,0.224509625,34,0,0.373119483,8042.0,9,0,1,0,0.0,51870.7,Normal,38395.06,0.02275459524516211,0
2025-10-02,0.112607019,29,0,0.877374209,3000.0,8,0,1,0,1.0,2342.17,Normal,1428.49,0.017127618522159032,0
2025-10-02,0.080904764,34,0,0.777511142,5833.0,8,0,2,0,0.0,10241.17,Normal,7639.81,0.016799259130507786,0
2025-10-02,0.139776514,31,0,0.013116802,1600.0,2,0,0,0,0.0,683.98,Normal,0.0,0.0212140707498538,0
2025-10-02,0.00055284,89,1,0.0,,5,0,0,0,0.0,11214.79,CPP,0.0,0.02090501637048305,0
2025-10-02,0.6822416,70,0,0.45785381,3214.0,9,1,0,0,0.0,6101.41,Dudoso,0.0,0.2036723260693275,0
2025-10-02,0.0,56,1,0.361651068,4166.0,5,0,1,0,0.0,2604.29,CPP,1925.34,0.03287010013755392,0
2025-10-02,0.01444839,67,0,0.002666222,6000.0,3,0,0,0,2.0,11330.17,Normal,0.0,0.008486756449591158,0
2025-10-02,0.478767167,56,0,0.452208835,3734.0,6,0,1,0,0.0,21171.29,Normal,14400.33,0.028068470674471106,0
2025-10-02,0.002146289,64,0,0.269777232,5700.0,6,0,1,0,1.0,15257.3,Normal,14279.56,0.007839347718166597,0
2025-10-02,0.023904382,43,0,0.174582542,10000.0,4,0,1,0,2.0,40620.21,Normal,36394.68,0.012279774883543702,0
2025-10-02,0.390834246,50,1,0.66479565,5700.0,11,0,2,0,1.0,7998.37,CPP,7873.16,0.0800915938588878,0
2025-10-02,0.044079295,43,0,0.29871928,26000.0,11,0,4,0,1.0,83103.35,Normal,51915.85,0.023113935659627292,0
2025-10-02,0.040513424,36,0,2672.0,,8,0,2,0,0.0,16351.82,Normal,12126.07,0.013342272527452797,0
2025-10-02,0.005432338,48,0,0.416636915,2800.0,10,0,1,0,0.0,14280.48,Normal,12552.07,0.01736618145674537,0
2025-10-02,0.551634316,25,0,0.316083505,3400.0,6,0,0,0,0.0,21094.93,Normal,0.0,0.05971414305745582,0
2025-10-02,0.081442916,70,0,59.0,,5,0,0,0,0.0,12792.08,Normal,0.0,0.008916851692078353,0
2025-10-02,0.409455496,28,0,0.562294001,1516.0,8,0,0,0,0.0,5766.23,Normal,0.0,0.05390321290661149,0
2025-10-02,0.004394242,58,0,0.366233395,7000.0,6,0,1,0,1.0,15580.1,Normal,12424.45,0.009447516236527245,0
2025-10-02,0.4684555,50,0,0.28666891,20800.0,12,0,1,0,2.0,150000.0,Normal,99467.07,0.02996319483038565,0
2025-10-02,0.016491083,55,0,0.214024219,7101.0,14,0,1,0,1.0,12293.09,Normal,11486.67,0.012637052627449685,0
2025-10-02,5.5e-05,65,0,0.237564865,7900.0,12,0,1,0,0.0,8725.87,Normal,7422.13,0.009063666383613807,0
2025-10-02,0.52305829,72,0,0.44765343,3600.0,4,0,2,0,1.0,51194.15,Normal,44653.85,0.028050904530244693,0
2025-10-02,0.445914554,39,0,0.043610394,6580.0,4,0,0,0,5.0,53147.29,Normal,0.0,0.04052604447772459,0
2025-10-02,0.047207673,78,0,20.0,,5,0,0,0,0.0,11743.21,Normal,0.0,0.008741829418997397,0
2025-10-02,0.488511489,36,0,1319.0,,8,0,1,0,0.0,36079.92,Normal,32936.47,0.03633829549691115,0
2025-10-02,0.039620219,56,0,0.800879648,2500.0,6,0,2,0,0.0,16920.93,Normal,15281.75,0.012460722240977292,0
2025-10-02,0.9999999,33,0,0.002726034,2200.0,1,0,0,1,0.0,4118.81,Deficiente,0.0,0.3019176025513641,0
2025-10-02,0.307787688,45,0,0.400809317,10131.0,8,0,3,0,2.0,63458.37,Normal,58803.39,0.024158663728052258,0
2025-10-02,1.395061728,56,3,0.103173095,5262.0,7,0,0,1,1.0,15464.75,Deficiente,0.0,0.6003720417977176,0
2025-10-02,0.0,36,0,0.406132822,12000.0,10,0,2,0,3.0,28970.69,Normal,17921.92,0.01650724230785783,0
2025-10-02,0.025996436,49,0,0.353416229,7800.0,15,0,1,0,5.0,35231.58,Normal,30396.96,0.01596048043239526,0
2025-10-02,1.033029118,35,2,0.930803571,3583.0,5,0,1,0,1.0,1404.42,CPP,940.89,0.4829777297602082,1
2025-10-02,0.242987851,61,0,2568.0,,11,0,1,0,0.0,15411.46,Normal,15181.46,0.01584142040832419,0
2025-10-02,0.255100573,53,0,0.214352867,6381.0,9,0,1,0,2.0,22720.75,Normal,21165.33,0.019317760601439953,0
2025-10-02,0.0,50,0,23.0,,6,0,0,0,0.0,12412.36,Normal,0.0,0.013670255310844268,0
2025-10-02,0.031998546,44,0,0.042837402,13025.0,4,0,1,0,1.0,19616.91,Normal,16384.39,0.011562206723957698,0
2025-10-02,0.9999999,45,0,4926.0,,7,0,2,0,0.0,16256.02,Normal,15817.15,0.07074868475193186,0
2025-10-02,0.002384164,50,0,0.273036741,8518.0,15,0,2,0,0.0,34380.83,Normal,24104.35,0.015123272780453079,0
2025-10-02,0.273624715,51,1,0.453139003,21200.0,10,0,7,0,1.0,62627.79,CPP,61085.95,0.10765503344669657,0
2025-10-02,0.9999999,43,1,0.558390023,1763.0,4,0,2,0,2.0,7745.48,CPP,7401.21,0.19766265510815792,0
2025-10-02,0.09055616,48,0,0.801165581,8750.0,12,0,4,0,1.0,13365.77,Normal,9943.76,0.03312644406221235,0
2025-10-02,0.047460322,40,0,0.235384468,10416.0,6,0,1,0,2.0,38637.64,Normal,23745.64,0.012223886017743792,0
2025-10-02,0.230056086,62,0,2890.0,,16,0,2,0,0.0,9661.14,Normal,5816.77,0.01894839590389986,0
2025-10-02,0.878534932,68,0,1.093064091,3416.0,18,0,3,0,0.0,7331.01,Normal,4544.62,0.09468730214329793,0
2025-10-02,0.735559223,46,0,0.497472075,8504.0,17,0,4,0,0.0,10461.45,Normal,9478.76,0.09085201904466338,0
2025-10-02,0.9999999,55,0,0.26369863,1167.0,1,0,0,1,0.0,2813.39,Deficiente,0.0,0.2815319252052375,0
2025-10-02,0.027471973,37,0,1.056019808,3230.0,12,0,5,0,0.0,37513.0,Normal,29836.82,0.0743013986674991,0
2025-10-02,0.803670156,41,0,0.162767447,5000.0,4,0,0,0,1.0,6261.74,Normal,0.0,0.07061738692542543,0
2025-10-02,0.676671509,61,0,0.533668136,9756.0,18,0,3,0,1.0,5958.48,Normal,4044.19,0.05031976996711674,1
2025-10-02,0.0,57,0,0.657362527,5982.0,7,0,1,0,1.0,17435.62,Normal,16329.8,0.010971401656104966,0
2025-10-02,0.009010337,64,0,0.003199147,3750.0,4,0,0,0,0.0,11379.2,Normal,0.0,0.008817308991148748,0
2025-10-02,0.087236366,40,0,0.167326471,7577.0,4,0,1,0,0.0,44014.0,Normal,41171.3,0.012502498461236486,0
2025-10-02,0.728304167,40,1,0.475769844,8150.0,14,0,3,0,2.0,14993.55,CPP,14516.34,0.14036125864166177,0
2025-10-02,0.92822901,27,0,649.0,,3,0,0,0,0.0,19145.33,Normal,0.0,0.09576164010582483,0
2025-10-02,0.097089516,62,0,0.215760395,3438.0,9,0,0,0,0.0,11377.38,Normal,0.0,0.01344328359274042,0
2025-10-02,0.002433798,48,0,0.395833333,4607.0,8,0,0,0,2.0,7515.46,Normal,0.0,0.014108017400479357,0
2025-10-02,0.027944112,52,1,0.211622162,8500.0,5,0,1,0,0.0,24303.39,CPP,23814.07,0.027949983378580057,0
2025-10-02,0.9999999,26,98,0.0,3900.0,0,98,0,98,0.0,5888.0,Perdida,0.0,0.5577930172547575,1
2025-10-02,0.9999999,75,0,0.102445778,6500.0,3,0,1,0,0.0,41504.87,Normal,37492.31,0.036486602113367274,0
2025-10-02,0.029644413,64,0,0.20252135,4917.0,11,0,0,0,0.0,6210.35,Normal,0.0,0.010870584968354007,0
2025-10-02,0.405218552,47,0,0.882196466,5262.0,21,0,2,0,2.0,8039.84,Normal,5213.06,0.06594250759115815,0
2025-10-02,0.241608562,61,0,134.0,,2,0,0,0,0.0,10456.26,Normal,0.0,0.01667003740579997,0
2025-10-02,0.142090364,46,0,0.253993489,13208.0,8,0,1,0,7.0,32458.18,Normal,26891.33,0.013816959183715649,0
2025-10-02,0.0,36,0,0.000246731,4052.0,11,0,0,0,1.0,29521.72,Normal,0.0,0.018823736509513998,0
2025-10-02,0.660579277,61,0,0.841486129,10200.0,32,0,4,0,0.0,17698.33,Normal,11292.06,0.08689436474849335,0
2025-10-02,0.258865962,60,0,0.384707862,4158.0,12,0,2,0,0.0,8808.77,Normal,6802.37,0.0205763303364565,0
2025-10-02,0.645381838,59,0,0.723758201,4267.0,14,0,0,0,0.0,7771.4,Normal,0.0,0.06307491640878043,0
2025-10-02,0.639116077,53,1,0.505594292,6166.0,14,0,1,0,1.0,39734.58,CPP,33263.7,0.12444398996674398,0
2025-10-02,0.9999999,63,0,0.466561014,3154.0,10,0,1,0,0.0,3989.45,Normal,2742.13,0.06312641104887418,0
2025-10-02,0.340146634,54,0,0.194891727,1800.0,5,1,0,0,0.0,6006.75,Dudoso,0.0,0.13364720246260983,0
2025-10-02,0.03030547,62,0,0.231610338,6035.0,10,0,1,0,0.0,9870.05,Normal,6474.94,0.010289852985760975,0
2025-10-02,0.674602082,36,0,0.893744644,3500.0,7,0,2,0,2.0,12179.61,Normal,8945.11,0.06976455084195408,0
2025-10-02,0.116035359,80,0,0.019106865,4500.0,3,0,0,0,0.0,25999.54,Normal,0.0,0.010139638604601445,0
2025-10-02,0.0,59,0,0.0,,1,0,0,0,0.0,7686.62,Normal,0.0,0.011467954629451401,0
2025-10-02,0.907249737,52,0,0.459304547,5233.0,8,0,1,0,1.0,5444.6,Normal,3544.24,0.0732383133321356,0
2025-10-02,0.009733009,54,0,8.0,,4,0,0,0,,7492.7,Normal,0.0,0.012252698094586898,0
2025-10-02,0.071488094,37,0,0.342276287,6000.0,8,0,2,0,0.0,21088.6,Normal,15392.99,0.012744761750133034,0
2025-10-02,0.049742564,57,0,0.324715487,8083.0,10,0,1,0,1.0,28328.99,Normal,18003.65,0.010829768571259595,0
2025-10-02,0.0,60,2,0.442430431,3916.0,5,0,2,0,0.0,10821.13,CPP,7669.69,0.06392736069669121,0
2025-10-02,0.004975368,67,0,3435.0,,13,0,3,0,0.0,9154.84,Normal,6065.69,0.012210941993791781,0
2025-10-02,0.020007084,44,0,0.507104515,9500.0,22,0,2,0,3.0,25452.41,Normal,21594.48,0.01874946655253029,0
2025-10-02,0.138543141,72,0,0.32061369,5083.0,14,0,2,0,0.0,20687.66,Normal,20547.29,0.014922242059214047,0
2025-10-02,0.786345203,52,0,1.26124775,3333.0,12,0,2,0,0.0,3776.87,Normal,3670.89,0.10371365226200073,0
2025-10-02,0.726909236,32,0,0.401873829,8004.0,4,0,1,0,0.0,24014.94,Normal,17703.54,0.060409182023443336,0
2025-10-02,0.441839974,42,0,0.259337033,6666.0,9,0,1,0,3.0,4684.8,Normal,2927.96,0.03325436071224363,0
2025-10-02,0.012985838,36,1,1270.0,,7,0,1,1,0.0,8157.01,Deficiente,5655.52,0.11461892688616526,0
2025-10-02,0.127726421,66,0,0.363709033,1250.0,3,0,0,0,0.0,4615.42,Normal,0.0,0.01125753327503487,0
2025-10-02,0.0,48,0,0.476152385,10000.0,14,0,3,0,0.0,16417.65,Normal,10997.22,0.01864051450630046,0
2025-10-02,0.658467462,60,1,2770.0,,7,0,2,0,,37373.74,CPP,34472.46,0.07330400472145655,0
2025-10-02,0.226506712,56,4,0.396497758,11820.0,14,0,2,0,0.0,29826.76,CPP,20668.17,0.10957506559245267,0
2025-10-02,0.482439695,58,0,0.120783895,7500.0,7,0,1,0,1.0,25340.01,Normal,17594.6,0.020844262439451096,0
2025-10-02,0.985074627,50,0,0.035115979,3103.0,1,2,0,0,0.0,4935.37,Perdida,0.0,0.3735587444812986,1
2025-10-02,0.003390572,72,0,0.10949781,16666.0,10,0,1,0,0.0,32611.71,Normal,19805.87,0.008988942027900775,0
2025-10-02,0.170457979,81,1,0.273365641,30332.0,7,1,2,0,1.0,150000.0,Dudoso,93949.22,0.11093674039893832,0
2025-10-02,0.040654512,55,1,0.181211608,18883.0,10,0,1,0,1.0,18357.89,CPP,15797.53,0.02920045796383399,0
2025-10-02,0.025764833,66,1,0.159660436,12250.0,15,0,1,0,1.0,4881.44,CPP,4485.88,0.027804037975105358,0
2025-10-02,0.15287336,54,0,0.803556658,4835.0,4,0,1,0,1.0,17095.61,Normal,14824.98,0.017721646733444767,0
2025-10-02,0.034882211,71,0,40.0,,2,0,0,0,0.0,18067.9,Normal,0.0,0.008741829418997397,0
2025-10-02,0.019116101,32,0,0.212802956,9200.0,18,0,2,0,0.0,16582.11,Normal,13387.58,0.019176752234486713,0
2025-10-02,0.04479552,80,0,13.0,,1,0,0,0,,10123.84,Normal,0.0,0.010166685704562296,0
2025-10-02,0.077234726,53,0,0.321299639,7755.0,6,0,2,0,1.0,30712.81,Normal,23778.35,0.01130184127803898,0
2025-10-02,0.0,50,0,0.361250418,5981.0,9,0,2,0,1.0,6674.95,Normal,4452.16,0.01352004330065565,0
2025-10-02,0.011781604,59,0,5138.0,,15,0,5,0,2.0,7990.06,Normal,4923.57,0.03655365633384412,0
2025-10-02,0.450740441,48,0,0.349216146,8100.0,5,0,2,0,0.0,16858.85,Normal,16059.02,0.02836072138046115,0
2025-10-02,0.442748092,38,0,0.113365682,6800.0,4,0,1,0,0.0,16251.6,Normal,14730.25,0.030230425870153996,0
2025-10-02,0.018217698,65,0,0.204276265,6500.0,10,0,1,0,0.0,15885.42,Normal,11455.73,0.009030175610237163,0
2025-10-02,0.313409538,82,0,0.441131498,1307.0,4,0,0,0,0.0,4259.78,Normal,0.0,0.018432461623864624,0
2025-10-02,0.085104807,63,0,537.0,,3,0,0,0,0.0,8016.78,Normal,0.0,0.009769059501501956,0
2025-10-02,0.290973548,53,1,3737.0,,9,0,2,0,0.0,3751.45,CPP,3420.69,0.046835444467418504,0
2025-10-02,0.199489583,70,0,0.260273973,5255.0,18,0,1,0,1.0,22797.02,Normal,19408.08,0.015856842571831137,0
2025-10-02,0.381062625,53,0,0.94874811,5950.0,13,0,2,0,2.0,31645.08,Normal,27730.92,0.03854701666312905,0
2025-10-02,0.008316405,47,0,0.236450903,15000.0,10,0,1,0,2.0,98748.78,Normal,77999.34,0.012965653870253304,0
2025-10-02,0.108545584,52,1,0.13848269,8000.0,7,0,0,0,0.0,22343.42,CPP,0.0,0.030866116136876367,0
2025-10-02,0.318726108,51,1,0.739592184,2353.0,11,0,1,0,2.0,6870.45,CPP,4365.45,0.08685760053365771,0
2025-10-02,0.312684366,43,0,605.0,1.0,4,0,1,0,2.0,2461.85,Normal,2197.55,0.02158490882226092,0
2025-10-02,0.373241517,39,1,0.697553358,1920.0,6,0,1,0,2.0,4627.4,CPP,4489.2,0.0761782719147959,0
2025-10-02,0.421245609,52,1,0.505549445,10000.0,14,0,2,0,2.0,11730.1,CPP,7931.07,0.08373848687643287,1
2025-10-02,0.216480636,74,0,0.311981648,5666.0,13,0,1,0,0.0,22602.19,Normal,20105.57,0.012410261639481682,0
2025-10-02,0.9999999,39,1,0.95401022,4500.0,11,0,2,0,2.0,20160.86,CPP,17520.91,0.2726750114055069,1
2025-10-02,0.034586387,68,0,0.087325017,10500.0,5,0,1,0,0.0,30411.98,Normal,22923.63,0.007789587568061347,0
2025-10-02,0.693220396,47,0,0.502613042,4400.0,12,0,2,0,2.0,4148.93,Normal,2576.6,0.07074310623401073,0
2025-10-02,0.0,54,0,0.307384697,3750.0,7,0,1,0,2.0,4309.11,Normal,3997.76,0.011496769409236005,0
2025-10-02,0.521248704,27,0,0.239900042,2400.0,9,0,0,0,0.0,26430.86,Normal,0.0,0.07317198633596915,0
2025-10-02,0.020653794,70,0,17.0,,8,0,0,0,,7748.16,Normal,0.0,0.008741829418997397,1
2025-10-02,0.008637982,69,0,0.192983918,12000.0,14,0,1,0,1.0,23248.45,Normal,20347.49,0.009988647867476445,0
2025-10-02,0.025054772,41,2,4449.0,,9,0,2,0,0.0,17291.71,CPP,12387.93,0.07423468221586374,0
2025-10-02,0.457158266,40,1,0.435125448,8369.0,17,0,2,0,4.0,23801.9,CPP,21119.78,0.08837317229230938,0
2025-10-02,0.383723255,35,2,0.132046199,5800.0,6,0,0,2,1.0,21116.84,Deficiente,0.0,0.24585214227525806,1
2025-10-02,0.326222104,56,0,1.074371859,1989.0,14,0,1,0,0.0,11260.51,Normal,8650.6,0.0394023928926393,0
2025-10-02,0.013121682,72,0,0.112674752,10800.0,17,0,3,0,0.0,22175.72,Normal,13587.64,0.011978076642774001,0
2025-10-02,0.638524293,63,0,0.538230499,11652.0,15,0,1,0,4.0,27291.79,Normal,19219.1,0.04592944818380012,0
2025-10-02,0.451053025,49,0,3323.0,,10,0,1,0,0.0,18899.72,Normal,13382.82,0.03470472262946586,0
2025-10-02,0.136807352,79,0,0.276544691,5000.0,11,0,0,0,1.0,4989.06,Normal,0.0,0.014019349202926655,0
2025-10-02,0.099701649,68,0,1701.0,,13,0,1,0,0.0,9861.2,Normal,7589.16,0.009376126275826038,0
2025-10-02,0.040112287,53,0,0.414371993,9768.0,26,0,2,0,0.0,33569.7,Normal,32817.55,0.016741372454111853,0
2025-10-02,0.059818742,88,0,98.0,,4,0,0,0,,8934.49,Normal,0.0,0.008741829418997397,0
2025-10-02,0.9999999,38,0,549.0,,2,0,0,1,0.0,22494.17,Deficiente,0.0,0.29406301940917834,0
2025-10-02,0.010737716,55,0,1343.0,,19,0,1,0,0.0,5226.21,Normal,4163.16,0.01534427158543459,0
2025-10-02,0.109795495,48,0,0.086391361,10000.0,11,0,0,0,3.0,83173.7,Normal,0.0,0.015037377808009487,0
2025-10-02,0.217098275,59,0,0.300855486,17416.0,13,0,2,0,1.0,32027.69,Normal,31056.39,0.01332408486475786,0
2025-10-02,0.104775377,52,1,0.302420451,7353.0,5,0,1,0,1.0,40247.52,CPP,30489.75,0.028905733230194103,0
2025-10-02,0.004399357,54,0,0.06119694,6666.0,9,0,0,0,3.0,34145.41,Normal,0.0,0.01268351420279276,0
2025-10-02,0.472878658,48,1,0.411423472,4481.0,17,0,1,1,1.0,7340.29,Deficiente,4623.48,0.19000077980829094,0
2025-10-02,0.037236958,60,0,0.207934721,14215.0,18,0,1,0,1.0,43901.6,Normal,33639.27,0.012037502164921726,0
2025-10-02,0.0,81,0,0.264512268,1670.0,7,0,1,0,0.0,2142.58,Normal,2055.36,0.00900221388978741,0
2025-10-02,0.114212156,61,0,1.23888056,2000.0,9,0,3,0,1.0,3907.22,Normal,3484.85,0.021960554230241673,0
2025-10-02,0.025753471,62,0,26.0,,10,0,0,0,0.0,12446.3,Normal,0.0,0.012251248387511331,0
2025-10-02,0.075506585,50,0,3659.0,,5,0,2,0,0.0,10517.87,Normal,8329.16,0.011546402446091548,0
2025-10-02,0.103143579,67,0,0.402992356,6148.0,9,0,2,0,0.0,8041.26,Normal,4871.23,0.009877013114232728,0
2025-10-02,0.284917877,67,0,0.260982632,21533.0,4,0,1,0,0.0,123737.22,Normal,90717.88,0.011063936969136772,0
2025-10-02,0.284159755,36,0,0.300226636,7500.0,12,0,1,0,1.0,24771.27,Normal,23845.26,0.02331641826606097,0
2025-10-02,0.157658519,53,0,0.416222563,11070.0,9,0,2,0,0.0,41259.02,Normal,32100.01,0.016584164510207014,0
2025-10-02,0.405464184,57,0,0.130819766,3500.0,16,0,0,0,0.0,2614.0,Normal,0.0,0.040755131218805585,0
2025-10-02,0.9999999,57,0,0.326965793,2250.0,4,0,0,0,2.0,2478.37,Normal,0.0,0.06256818241292773,0
2025-10-02,0.16907807,48,0,0.375296108,2954.0,6,0,1,0,0.0,6726.09,Normal,4175.57,0.019083236787963236,0
2025-10-02,0.017210592,74,0,0.00300487,9650.0,8,0,0,0,0.0,8163.6,Normal,0.0,0.008210732735022439,0
2025-10-02,0.100985421,50,1,0.519612367,6500.0,13,0,1,0,1.0,16148.22,CPP,15863.04,0.03784894293243546,0
2025-10-02,0.031472055,58,0,0.057210199,9333.0,4,0,1,0,2.0,19737.43,Normal,12788.72,0.008925054280893172,0
2025-10-02,0.721308397,30,0,0.65093585,6250.0,18,0,1,0,1.0,30379.18,Normal,25748.41,0.12150745631231447,0
2025-10-02,0.045992477,41,0,0.271853987,4163.0,4,0,1,0,0.0,9230.26,Normal,6418.57,0.013542574027233436,0
2025-10-02,0.035744631,57,0,0.1017046,10500.0,8,0,1,1,0.0,48180.62,Deficiente,38772.98,0.05458226120297746,0
2025-10-03,0.008045341,65,0,0.000891152,7854.0,3,0,0,0,0.0,19426.75,Normal,0.0,0.008210732735022439,0
2025-10-03,0.842538582,63,0,0.280834745,11212.0,8,0,2,0,0.0,12113.83,Normal,11474.95,0.03678691968248501,0
2025-10-03,0.573875034,37,0,0.387184466,7724.0,6,0,1,0,3.0,40222.53,Normal,30814.64,0.04486878670831208,0
2025-10-03,0.06577693,68,0,0.391826022,8000.0,10,0,2,0,0.0,10827.01,Normal,9212.67,0.009658654921994959,0
2025-10-03,0.17704342,49,0,1122.5,1.0,16,0,1,0,0.0,2481.81,Normal,1636.15,0.02086167905527675,0
2025-10-03,0.00047314,55,0,0.507199322,7083.0,20,0,4,0,2.0,11246.16,Normal,10704.64,0.026367756286003997,0
2025-10-03,0.015300674,81,0,22.0,,7,0,0,0,0.0,5441.01,Normal,0.0,0.008741829418997397,0
